filename,original_filename,label,generic_name,generic_name_source,source,original_split,has_dosage_flag,quality_flag,drop_reason
ds2_train_P1460.jpg,P1460.jpg,relenten,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1462.jpg,P1462.jpg,xinc,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1465.jpg,P1465.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1569.jpg,P1569.jpg,lulrilax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1581.jpg,P1581.jpg,menoril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1587.jpg,P1587.jpg,viglimef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1609.jpg,P1609.jpg,vergun,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1650.jpg,P1650.jpg,fzsprazo,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1651.jpg,P1651.jpg,ferix-v,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1656.jpg,P1656.jpg,ferix-v,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1661.jpg,P1661.jpg,zimax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1674.jpg,P1674.jpg,ferix-v,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1679.jpg,P1679.jpg,zerup,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1687.jpg,P1687.jpg,vildamef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1692.jpg,P1692.jpg,mig,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1693.jpg,P1693.jpg,cefotil,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1705.jpg,P1705.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1710.jpg,P1710.jpg,tomy,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1712.jpg,P1712.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1734.jpg,P1734.jpg,vigorey,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1744.jpg,P1744.jpg,prosesf,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1749.jpg,P1749.jpg,viscxywgxne,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1761.jpg,P1761.jpg,filmef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1762.jpg,P1762.jpg,calboral,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1763.jpg,P1763.jpg,coxe,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1764.jpg,P1764.jpg,tyclav,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1774.jpg,P1774.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1780.jpg,P1780.jpg,lnfilax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1784.jpg,P1784.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1788.jpg,P1788.jpg,maxrin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1791.jpg,P1791.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1797.jpg,P1797.jpg,mig,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1803.jpg,P1803.jpg,vildamef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1807.jpg,P1807.jpg,mefhomof,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1808.jpg,P1808.jpg,mig,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1809.jpg,P1809.jpg,vaptam,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1811.jpg,P1811.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1812.jpg,P1812.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1819.jpg,P1819.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1829.jpg,P1829.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1832.jpg,P1832.jpg,uliv,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1838.jpg,P1838.jpg,vigorex,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1843.jpg,P1843.jpg,vildamef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1848.jpg,P1848.jpg,mig,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1855.jpg,P1855.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1858.jpg,P1858.jpg,mig,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1871.jpg,P1871.jpg,verqon,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1887.jpg,P1887.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1890.jpg,P1890.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1903.jpg,P1903.jpg,vigfimef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1919.jpg,P1919.jpg,calacef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1921.jpg,P1921.jpg,microges,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1926.jpg,P1926.jpg,pregmo,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1930.jpg,P1930.jpg,latilax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1934.jpg,P1934.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1952.jpg,P1952.jpg,vildamef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1959.jpg,P1959.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1967.jpg,P1967.jpg,halcorl,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P1978.jpg,P1978.jpg,vildamef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2010.jpg,P2010.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2012.jpg,P2012.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2016.jpg,P2016.jpg,figfimef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2019.jpg,P2019.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2025.jpg,P2025.jpg,maxrin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2030.jpg,P2030.jpg,vigfimef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2039.jpg,P2039.jpg,vorirox,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2040.jpg,P2040.jpg,xyril,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2046.jpg,P2046.jpg,hutilax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2048.jpg,P2048.jpg,xinc,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2052.jpg,P2052.jpg,ucof,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2056.jpg,P2056.jpg,clacef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2057.jpg,P2057.jpg,m-lucas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2073.jpg,P2073.jpg,clavusef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2080.jpg,P2080.jpg,unbery,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2082.jpg,P2082.jpg,lutilax,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2104.jpg,P2104.jpg,vigorex,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2105.jpg,P2105.jpg,wficore,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2112.jpg,P2112.jpg,voltalin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2137.jpg,P2137.jpg,mecol,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2156.jpg,P2156.jpg,todef,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2161.jpg,P2161.jpg,meur,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2164.jpg,P2164.jpg,clavutil,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2198.jpg,P2198.jpg,vigorex,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2223.jpg,P2223.jpg,lecor,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P2229.jpg,P2229.jpg,ofran,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P3234.jpg,P3234.jpg,ciprox,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4464.jpg,P4464.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4465.jpg,P4465.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4466.jpg,P4466.jpg,telcard,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4467.jpg,P4467.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4469.jpg,P4469.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4470.jpg,P4470.jpg,rtv,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4471.jpg,P4471.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4472.jpg,P4472.jpg,ecosprin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4473.jpg,P4473.jpg,hepamore,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4474.jpg,P4474.jpg,cap,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4475.jpg,P4475.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4479.jpg,P4479.jpg,cap,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4481.jpg,P4481.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4482.jpg,P4482.jpg,ketorolac,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4483.jpg,P4483.jpg,cap,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4484.jpg,P4484.jpg,omep,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4485.jpg,P4485.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4487.jpg,P4487.jpg,supp,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4488.jpg,P4488.jpg,voltalin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4489.jpg,P4489.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4490.jpg,P4490.jpg,diabetic,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4491.jpg,P4491.jpg,diabetic,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4492.jpg,P4492.jpg,meropenem,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4493.jpg,P4493.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4494.jpg,P4494.jpg,ceftazidime,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4495.jpg,P4495.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4496.jpg,P4496.jpg,actrapid,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4497.jpg,P4497.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4498.jpg,P4498.jpg,glanine,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4499.jpg,P4499.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4501.jpg,P4501.jpg,tryptin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4502.jpg,P4502.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4503.jpg,P4503.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4505.jpg,P4505.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4506.jpg,P4506.jpg,lindac,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4507.jpg,P4507.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4508.jpg,P4508.jpg,matima,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4509.jpg,P4509.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4510.jpg,P4510.jpg,linatab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4511.jpg,P4511.jpg,supp,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4513.jpg,P4513.jpg,omira,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4514.jpg,P4514.jpg,flucloxacillin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4515.jpg,P4515.jpg,cap,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4516.jpg,P4516.jpg,tal,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4517.jpg,P4517.jpg,p/c,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4518.jpg,P4518.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4519.jpg,P4519.jpg,cetaclav,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4520.jpg,P4520.jpg,flamex,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4521.jpg,P4521.jpg,tofen,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4522.jpg,P4522.jpg,nasal,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4523.jpg,P4523.jpg,drop,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4524.jpg,P4524.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4525.jpg,P4525.jpg,normal,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4526.jpg,P4526.jpg,rolac,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4527.jpg,P4527.jpg,omeprazole,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4529.jpg,P4529.jpg,normal,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4530.jpg,P4530.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4531.jpg,P4531.jpg,antazol,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4533.jpg,P4533.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4534.jpg,P4534.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4535.jpg,P4535.jpg,diabetic,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4536.jpg,P4536.jpg,renal,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4538.jpg,P4538.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4539.jpg,P4539.jpg,merocil,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4540.jpg,P4540.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4541.jpg,P4541.jpg,omeprazole,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4542.jpg,P4542.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4543.jpg,P4543.jpg,emistat,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4544.jpg,P4544.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4545.jpg,P4545.jpg,actrapid,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4546.jpg,P4546.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4547.jpg,P4547.jpg,abasaglar,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4548.jpg,P4548.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4549.jpg,P4549.jpg,anadol,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4550.jpg,P4550.jpg,arlin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4551.jpg,P4551.jpg,tas,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4553.jpg,P4553.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4554.jpg,P4554.jpg,vitabion,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4555.jpg,P4555.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4556.jpg,P4556.jpg,nacl,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4557.jpg,P4557.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4558.jpg,P4558.jpg,sodibar,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4559.jpg,P4559.jpg,cap,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4560.jpg,P4560.jpg,dicaltrol,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4561.jpg,P4561.jpg,syp,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4562.jpg,P4562.jpg,avolu,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4563.jpg,P4563.jpg,nebulization,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4564.jpg,P4564.jpg,nebulization,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4566.jpg,P4566.jpg,budicort,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4567.jpg,P4567.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4568.jpg,P4568.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4569.jpg,P4569.jpg,protein,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4570.jpg,P4570.jpg,cefazid,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4571.jpg,P4571.jpg,cosec,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4572.jpg,P4572.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4573.jpg,P4573.jpg,nalbun,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4574.jpg,P4574.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4575.jpg,P4575.jpg,emistat,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4576.jpg,P4576.jpg,voltalin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4577.jpg,P4577.jpg,supp,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4578.jpg,P4578.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4579.jpg,P4579.jpg,ceevit,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4580.jpg,P4580.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4582.jpg,P4582.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4583.jpg,P4583.jpg,histacin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4584.jpg,P4584.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4585.jpg,P4585.jpg,diabetic,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4586.jpg,P4586.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4588.jpg,P4588.jpg,omeprazole,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4589.jpg,P4589.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4590.jpg,P4590.jpg,p/c,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4591.jpg,P4591.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4592.jpg,P4592.jpg,vitabin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4593.jpg,P4593.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4595.jpg,P4595.jpg,actrapid,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4596.jpg,P4596.jpg,abasaglar,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4597.jpg,P4597.jpg,furoclav,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4598.jpg,P4598.jpg,syp,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4599.jpg,P4599.jpg,magni,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4600.jpg,P4600.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4601.jpg,P4601.jpg,protein,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4602.jpg,P4602.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4603.jpg,P4603.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4604.jpg,P4604.jpg,ceftazidime,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4605.jpg,P4605.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4606.jpg,P4606.jpg,emistat,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4607.jpg,P4607.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4608.jpg,P4608.jpg,nalbun,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4609.jpg,P4609.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4610.jpg,P4610.jpg,omeprazole,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4611.jpg,P4611.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4613.jpg,P4613.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4614.jpg,P4614.jpg,ceevit,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4615.jpg,P4615.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4617.jpg,P4617.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4618.jpg,P4618.jpg,histacin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4619.jpg,P4619.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4620.jpg,P4620.jpg,protein,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4621.jpg,P4621.jpg,high,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4622.jpg,P4622.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4624.jpg,P4624.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4625.jpg,P4625.jpg,ceftazidime,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4626.jpg,P4626.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4627.jpg,P4627.jpg,moxibac,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4628.jpg,P4628.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4629.jpg,P4629.jpg,solupred,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4630.jpg,P4630.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4631.jpg,P4631.jpg,clexane,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4632.jpg,P4632.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4633.jpg,P4633.jpg,emistat,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4635.jpg,P4635.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4636.jpg,P4636.jpg,omep,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4637.jpg,P4637.jpg,inj,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4639.jpg,P4639.jpg,ceevit,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4640.jpg,P4640.jpg,tab,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4641.jpg,P4641.jpg,ceevit,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4643.jpg,P4643.jpg,histacin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4644.jpg,P4644.jpg,nalepsin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4645.jpg,P4645.jpg,cotson,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4646.jpg,P4646.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4647.jpg,P4647.jpg,high,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4648.jpg,P4648.jpg,protein,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4649.jpg,P4649.jpg,diet,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4651.jpg,P4651.jpg,meropenem,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4652.jpg,P4652.jpg,vancomycin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4653.jpg,P4653.jpg,clindamycin,,unknown,ds2,train,False,needs_review,needs_review
ds2_train_P4656.jpg,P4656.jpg,emistat,,unknown,ds2,train,False,needs_review,needs_review
