filename,original_filename,label,generic_name,generic_name_source,source,original_split,has_dosage_flag,quality_flag
ds1_train_1746.png,1746.png,Lucan-R,Fluconazole,source,ds1,train,False,ok
ds2_train_P1252.jpg,P1252.jpg,Neurolin,,unknown,ds2,train,False,ok
ds1_train_1206.png,1206.png,Fexofast,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P2345.jpg,P2345.jpg,Fexo 120,,unknown,ds2,train,True,ok
ds1_train_429.png,429.png,Backtone,Baclofen,source,ds1,train,False,ok
ds2_test_P0596.jpg,P0596.jpg,Telmivas,,unknown,ds2,test,False,ok
ds1_test_738.png,738.png,Telfast,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds1_train_2644.png,2644.png,Rhinil,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds2_train_P2432.jpg,P2432.jpg,Microcef,,unknown,ds2,train,False,ok
ds1_train_2050.png,2050.png,Montair,Montelukast Sodium,source,ds1,train,False,ok
ds1_test_652.png,652.png,Renova,Paracetamol,source,ds1,test,False,ok
ds1_train_115.png,115.png,Alatrol,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds2_train_P2272.jpg,P2272.jpg,Cef-B,,unknown,ds2,train,False,ok
ds2_test_P0978.jpg,P0978.jpg,Don A,,unknown,ds2,test,False,ok
ds1_val_421.png,421.png,Leptic,Clonazepam,source,ds1,val,False,ok
ds1_test_358.png,358.png,Flexibac,Baclofen,source,ds1,test,False,ok
ds2_train_P3244.jpg,P3244.jpg,Insulin R,,unknown,ds2,train,False,ok
ds1_train_1491.png,1491.png,Flugal,Fluconazole,source,ds1,train,False,ok
ds1_train_1052.png,1052.png,Esoral,Esomeprazole,source,ds1,train,False,ok
ds1_train_444.png,444.png,Baclofen,Baclofen,source,ds1,train,False,ok
ds2_train_P4226.jpg,P4226.jpg,Napa,Paracetamol,auto,ds2,train,False,ok
ds1_train_652.png,652.png,Canazole,Fluconazole,source,ds1,train,False,ok
ds2_train_P3794.jpg,P3794.jpg,Omeprazole,,unknown,ds2,train,False,ok
ds1_train_1918.png,1918.png,Maxpro,Esomeprazole,source,ds1,train,False,ok
ds1_val_428.png,428.png,Leptic,Clonazepam,source,ds1,val,False,ok
ds1_train_1343.png,1343.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_2096.png,2096.png,Montene,Montelukast Sodium,source,ds1,train,False,ok
ds1_test_587.png,587.png,Nidazyl,Metronidazole,source,ds1,test,False,ok
ds1_train_949.png,949.png,Dinafex,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P1361.jpg,P1361.jpg,Xanra,,unknown,ds2,train,False,ok
ds1_train_2699.png,2699.png,Ritch,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_test_P0843.jpg,P0843.jpg,Ointment,,unknown,ds2,test,False,ok
ds2_train_P1707.jpg,P1707.jpg,Terbia,,unknown,ds2,train,False,ok
ds2_train_P4261.jpg,P4261.jpg,Nasal,,unknown,ds2,train,False,ok
ds1_test_478.png,478.png,Maxpro,Esomeprazole,source,ds1,test,False,ok
ds1_train_3039.png,3039.png,Trilock,Montelukast Sodium,source,ds1,train,False,ok
ds2_train_P2959.jpg,P2959.jpg,Microcef,,unknown,ds2,train,False,ok
ds1_train_1451.png,1451.png,Flexilax,Baclofen,source,ds1,train,False,ok
ds1_train_1532.png,1532.png,Ketocon,Ketoconazole (Shampoo),source,ds1,train,False,ok
ds2_train_P2043.jpg,P2043.jpg,Nexum,Esomeprazole,auto,ds2,train,False,ok
ds1_train_230.png,230.png,Axodin,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_val_140.png,140.png,Beklo,Baclofen,source,ds1,val,False,ok
ds2_train_P4236.jpg,P4236.jpg,Fuclav,,unknown,ds2,train,False,ok
ds2_train_P4288.jpg,P4288.jpg,Sergel,Esomeprazole,auto,ds2,train,False,ok
ds2_test_P0164.jpg,P0164.jpg,Xyflo,,unknown,ds2,test,False,ok
ds1_train_1399.png,1399.png,Flamyd,Metronidazole,source,ds1,train,False,ok
ds2_test_P0132.jpg,P0132.jpg,Prestal,,unknown,ds2,test,False,ok
ds1_train_873.png,873.png,Denixil,Clonazepam,source,ds1,train,False,ok
ds1_val_726.png,726.png,Tamen,Paracetamol,source,ds1,val,False,ok
ds1_train_1776.png,1776.png,Lumona,Montelukast Sodium,source,ds1,train,False,ok
ds1_train_1051.png,1051.png,Esoral,Esomeprazole,source,ds1,train,False,ok
ds1_val_709.png,709.png,Rozith,Azithromycin Dihydrate,source,ds1,val,False,ok
ds2_train_P3813.jpg,P3813.jpg,Cotrim,,unknown,ds2,train,False,ok
ds1_train_1691.png,1691.png,Leptic,Clonazepam,source,ds1,train,False,ok
ds1_train_1582.png,1582.png,Ketoral,Ketoconazole (Tablet),source,ds1,train,False,ok
ds1_val_112.png,112.png,Baclofen,Baclofen,source,ds1,val,False,ok
ds2_train_P3722.jpg,P3722.jpg,CBC,,unknown,ds2,train,False,ok
ds2_train_P2020.jpg,P2020.jpg,Dophyllinc,,unknown,ds2,train,False,ok
ds2_train_P4354.jpg,P4354.jpg,Ansulin,,unknown,ds2,train,False,ok
ds1_test_434.png,434.png,Lucan-R,Fluconazole,source,ds1,test,False,ok
ds2_train_P1541.jpg,P1541.jpg,m-lucas 10,,unknown,ds2,train,True,ok
ds2_test_P0174.jpg,P0174.jpg,Nexemig,,unknown,ds2,test,False,ok
ds2_train_P4271.jpg,P4271.jpg,Napa,Paracetamol,auto,ds2,train,False,ok
ds2_train_P2794.jpg,P2794.jpg,Voltalin,,unknown,ds2,train,False,ok
ds1_test_208.png,208.png,Dancel,Ketoconazole (Shampoo),source,ds1,test,False,ok
ds2_test_P0239.jpg,P0239.jpg,Zolfin,,unknown,ds2,test,False,ok
ds2_test_P0821.jpg,P0821.jpg,Barbit,,unknown,ds2,test,False,ok
ds1_test_38.png,38.png,Amodis,Metronidazole,source,ds1,test,False,ok
ds2_test_P0688.jpg,P0688.jpg,Avolac,,unknown,ds2,test,False,ok
ds1_val_49.png,49.png,Atrizin,Cetirizine Hydrochloride,source,ds1,val,False,ok
ds2_test_P0730.jpg,P0730.jpg,Gintex,,unknown,ds2,test,False,ok
ds1_train_1350.png,1350.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_1793.png,1793.png,Lumona,Montelukast Sodium,source,ds1,train,False,ok
ds1_train_1320.png,1320.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_292.png,292.png,Azyth,Azithromycin Dihydrate,source,ds1,train,False,ok
ds2_train_P3439.jpg,P3439.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_train_1274.png,1274.png,Fexo,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_val_469.png,469.png,Maxima,Esomeprazole,source,ds1,val,False,ok
ds2_train_P4401.jpg,P4401.jpg,Suppository,,unknown,ds2,train,False,ok
ds2_train_P3458.jpg,P3458.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_train_2420.png,2420.png,Odmon,Montelukast Sodium,source,ds1,train,False,ok
ds1_val_214.png,214.png,Denixil,Clonazepam,source,ds1,val,False,ok
ds1_train_2498.png,2498.png,Opton,Esomeprazole,source,ds1,train,False,ok
ds2_train_P3156.jpg,P3156.jpg,Matina,,unknown,ds2,train,False,ok
ds2_test_P0522.jpg,P0522.jpg,Algin,,unknown,ds2,test,False,ok
ds1_test_642.png,642.png,Provair,Montelukast Sodium,source,ds1,test,False,ok
ds2_train_P2431.jpg,P2431.jpg,Clonapex,,unknown,ds2,train,False,ok
ds1_train_1068.png,1068.png,Esoral,Esomeprazole,source,ds1,train,False,ok
ds1_train_818.png,818.png,Dancel,Ketoconazole (Shampoo),source,ds1,train,False,ok
ds2_train_P1708.jpg,P1708.jpg,Nexum,Esomeprazole,auto,ds2,train,False,ok
ds1_train_985.png,985.png,Disopan,Clonazepam,source,ds1,train,False,ok
ds1_train_2696.png,2696.png,Ritch,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_2578.png,2578.png,Provair,Montelukast Sodium,source,ds1,train,False,ok
ds1_val_407.png,407.png,Ketotab,Ketoconazole (Tablet),source,ds1,val,False,ok
ds1_train_806.png,806.png,Dancel,Ketoconazole (Shampoo),source,ds1,train,False,ok
ds1_train_431.png,431.png,Backtone,Baclofen,source,ds1,train,False,ok
ds1_test_5.png,5.png,Aceta,Paracetamol,source,ds1,test,False,ok
ds2_test_P0787.jpg,P0787.jpg,Folzin,,unknown,ds2,test,False,ok
ds1_train_867.png,867.png,Denixil,Clonazepam,source,ds1,train,False,ok
ds1_train_51.png,51.png,Ace,Paracetamol,source,ds1,train,False,ok
ds1_train_2179.png,2179.png,Napa Extend,Paracetamol,source,ds1,train,False,ok
ds1_train_2771.png,2771.png,Romycin,Azithromycin Dihydrate (Ophthalmic),source,ds1,train,False,ok
ds2_train_P1258.jpg,P1258.jpg,Dexter 60,,unknown,ds2,train,True,ok
ds1_test_37.png,37.png,Amodis,Metronidazole,source,ds1,test,False,ok
ds2_train_P3356.jpg,P3356.jpg,Napa,Paracetamol,auto,ds2,train,False,ok
ds2_train_P3814.jpg,P3814.jpg,Avolac,,unknown,ds2,train,False,ok
ds2_train_P4337.jpg,P4337.jpg,Cefuroxime,,unknown,ds2,train,False,ok
ds1_train_642.png,642.png,Canazole,Fluconazole,source,ds1,train,False,ok
ds1_train_1340.png,1340.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_val_622.png,622.png,Opton,Esomeprazole,source,ds1,val,False,ok
ds2_test_P0336.jpg,P0336.jpg,Bilaxe,,unknown,ds2,test,False,ok
ds2_train_P5431.jpg,P5431.jpg,cefotil plus,,unknown,ds2,train,False,ok
ds1_train_1078.png,1078.png,Esoral,Esomeprazole,source,ds1,train,False,ok
ds1_val_690.png,690.png,Romycin,Azithromycin Dihydrate (Ophthalmic),source,ds1,val,False,ok
ds2_train_P2576.jpg,P2576.jpg,Clavutil,,unknown,ds2,train,False,ok
ds1_train_1020.png,1020.png,Esonix,Esomeprazole,source,ds1,train,False,ok
ds1_test_202.png,202.png,Dancel,Ketoconazole (Shampoo),source,ds1,test,False,ok
ds1_train_7.png,7.png,Aceta,Paracetamol,source,ds1,train,False,ok
ds2_train_P2606.jpg,P2606.jpg,Povital,,unknown,ds2,train,False,ok
ds1_train_151.png,151.png,Amodis,Metronidazole,source,ds1,train,False,ok
ds1_train_1912.png,1912.png,Maxpro,Esomeprazole,source,ds1,train,False,ok
ds1_train_977.png,977.png,Disopan,Clonazepam,source,ds1,train,False,ok
ds2_train_P2683.jpg,P2683.jpg,Nervion,,unknown,ds2,train,False,ok
ds1_test_528.png,528.png,Montene,Montelukast Sodium,source,ds1,test,False,ok
ds1_train_1435.png,1435.png,Flexibac,Baclofen,source,ds1,train,False,ok
ds1_test_723.png,723.png,Tamen,Paracetamol,source,ds1,test,False,ok
ds2_train_P4296.jpg,P4296.jpg,Suppository,,unknown,ds2,train,False,ok
ds2_train_P1376.jpg,P1376.jpg,Emlidus,,unknown,ds2,train,False,ok
ds1_train_2348.png,2348.png,Nidazyl,Metronidazole,source,ds1,train,False,ok
ds1_train_76.png,76.png,Ace,Paracetamol,source,ds1,train,False,ok
ds1_val_443.png,443.png,Lumona,Montelukast Sodium,source,ds1,val,False,ok
ds2_train_P4273.jpg,P4273.jpg,Actrapid,,unknown,ds2,train,False,ok
ds2_train_P4099.jpg,P4099.jpg,Tablet,,unknown,ds2,train,False,ok
ds2_test_P0375.jpg,P0375.jpg,Myolax,,unknown,ds2,test,False,ok
ds2_test_P0657.jpg,P0657.jpg,Ecosprin,,unknown,ds2,test,False,ok
ds1_val_424.png,424.png,Leptic,Clonazepam,source,ds1,val,False,ok
ds2_train_P3086.jpg,P3086.jpg,Calbo-D,,unknown,ds2,train,False,ok
ds2_train_P3535.jpg,P3535.jpg,Omeprazole,,unknown,ds2,train,False,ok
ds2_train_P4446.jpg,P4446.jpg,Bizoran,,unknown,ds2,train,False,ok
ds2_test_P0065.jpg,P0065.jpg,Sergel,Esomeprazole,auto,ds2,test,False,ok
ds1_train_1179.png,1179.png,Fenadin,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_2217.png,2217.png,Napa,Paracetamol,source,ds1,train,False,ok
ds2_test_P0586.jpg,P0586.jpg,Dexnaaf,,unknown,ds2,test,False,ok
ds2_test_P0873.jpg,P0873.jpg,Seclo,,unknown,ds2,test,False,ok
ds2_test_P0015.jpg,P0015.jpg,Dexter,,unknown,ds2,test,False,ok
ds1_train_1323.png,1323.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P4239.jpg,P4239.jpg,Capsule,,unknown,ds2,train,False,ok
ds1_train_1050.png,1050.png,Esoral,Esomeprazole,source,ds1,train,False,ok
ds2_train_P4232.jpg,P4232.jpg,Voltalin,,unknown,ds2,train,False,ok
ds2_train_P5217.jpg,P5217.jpg,exium,Esomeprazole,auto,ds2,train,False,ok
ds2_train_P3556.jpg,P3556.jpg,Solupred,,unknown,ds2,train,False,ok
ds1_train_1896.png,1896.png,Maxpro,Esomeprazole,source,ds1,train,False,ok
ds1_train_1393.png,1393.png,Flamyd,Metronidazole,source,ds1,train,False,ok
ds1_train_2494.png,2494.png,Opton,Esomeprazole,source,ds1,train,False,ok
ds2_train_P1240.jpg,P1240.jpg,Cfe Maxfee,,unknown,ds2,train,False,ok
ds2_test_P0689.jpg,P0689.jpg,Toramax,,unknown,ds2,test,False,ok
ds1_test_265.png,265.png,Esoral,Esomeprazole,source,ds1,test,False,ok
ds2_train_P3136.jpg,P3136.jpg,Bislol,,unknown,ds2,train,False,ok
ds1_train_87.png,87.png,Alatrol,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds1_train_625.png,625.png,Bicozin,Vitamin B Complex + Zinc,source,ds1,train,False,ok
ds1_train_1549.png,1549.png,Ketocon,Ketoconazole (Shampoo),source,ds1,train,False,ok
ds1_val_406.png,406.png,Ketotab,Ketoconazole (Tablet),source,ds1,val,False,ok
ds2_train_P5540.jpg,P5540.jpg,exium,Esomeprazole,auto,ds2,train,False,ok
ds1_train_315.png,315.png,Azyth,Azithromycin Dihydrate,source,ds1,train,False,ok
ds1_test_292.png,292.png,Fenadin,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds2_train_P4106.jpg,P4106.jpg,Paracetamol,,unknown,ds2,train,False,ok
ds1_test_270.png,270.png,Etizin,Cetirizine Hydrochloride,source,ds1,test,False,ok
ds1_train_2957.png,2957.png,Telfast,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P2899.jpg,P2899.jpg,Ferix-v,,unknown,ds2,train,False,ok
ds2_train_P2982.jpg,P2982.jpg,Aristovit-B,,unknown,ds2,train,False,ok
ds2_train_P2951.jpg,P2951.jpg,Algin,,unknown,ds2,train,False,ok
ds2_test_P0276.jpg,P0276.jpg,Emprelina,,unknown,ds2,test,False,ok
ds1_train_2697.png,2697.png,Ritch,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P3528.jpg,P3528.jpg,Hemofix,,unknown,ds2,train,False,ok
ds1_train_403.png,403.png,Backtone,Baclofen,source,ds1,train,False,ok
ds2_train_P1972.jpg,P1972.jpg,Dexter,,unknown,ds2,train,False,ok
ds2_test_P0709.jpg,P0709.jpg,Escilex,,unknown,ds2,test,False,ok
ds2_test_P0209.jpg,P0209.jpg,Limtab,,unknown,ds2,test,False,ok
ds1_train_1292.png,1292.png,Filmet,Metronidazole,source,ds1,train,False,ok
ds2_train_P3563.jpg,P3563.jpg,Diet,,unknown,ds2,train,False,ok
ds1_train_233.png,233.png,Axodin,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_1407.png,1407.png,Flexibac,Baclofen,source,ds1,train,False,ok
ds2_train_P3704.jpg,P3704.jpg,Flugal,Fluconazole,auto,ds2,train,False,ok
ds1_train_3008.png,3008.png,Trilock,Montelukast Sodium,source,ds1,train,False,ok
ds1_train_1278.png,1278.png,Fexo,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds1_train_2605.png,2605.png,Renova,Paracetamol,source,ds1,train,False,ok
ds2_train_P2227.jpg,P2227.jpg,Normeivo,,unknown,ds2,train,False,ok
ds1_val_156.png,156.png,Bicozin,Vitamin B Complex + Zinc,source,ds1,val,False,ok
ds1_train_1392.png,1392.png,Flamyd,Metronidazole,source,ds1,train,False,ok
ds2_test_P0949.jpg,P0949.jpg,Epitra,,unknown,ds2,test,False,ok
ds2_train_P4120.jpg,P4120.jpg,Normal,,unknown,ds2,train,False,ok
ds1_test_764.png,764.png,Vifas,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds1_test_252.png,252.png,Esonix,Esomeprazole,source,ds1,test,False,ok
ds2_train_P3318.jpg,P3318.jpg,Omeprazole,,unknown,ds2,train,False,ok
ds2_train_P3447.jpg,P3447.jpg,Napa,Paracetamol,auto,ds2,train,False,ok
ds2_train_P2101.jpg,P2101.jpg,Algin,,unknown,ds2,train,False,ok
ds1_test_326.png,326.png,Filmet,Metronidazole,source,ds1,test,False,ok
ds2_test_P1111.jpg,P1111.jpg,Bislol 5,,unknown,ds2,test,True,ok
ds1_train_32.png,32.png,Aceta,Paracetamol,source,ds1,train,False,ok
ds1_val_136.png,136.png,Bacmax,Baclofen,source,ds1,val,False,ok
ds2_train_P2743.jpg,P2743.jpg,Melpred,,unknown,ds2,train,False,ok
ds1_train_100.png,100.png,Alatrol,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds1_val_280.png,280.png,Exium,Esomeprazole,source,ds1,val,False,ok
ds2_train_P3558.jpg,P3558.jpg,Fluclox,,unknown,ds2,train,False,ok
ds1_val_427.png,427.png,Leptic,Clonazepam,source,ds1,val,False,ok
ds2_test_P0697.jpg,P0697.jpg,Neuroxen,,unknown,ds2,test,False,ok
ds1_train_2458.png,2458.png,Omastin,Fluconazole,source,ds1,train,False,ok
ds1_train_618.png,618.png,Bicozin,Vitamin B Complex + Zinc,source,ds1,train,False,ok
ds2_train_P4206.jpg,P4206.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_train_105.png,105.png,Alatrol,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds1_train_1850.png,1850.png,Maxima,Esomeprazole,source,ds1,train,False,ok
ds2_train_P2407.jpg,P2407.jpg,Nexe mups,,unknown,ds2,train,False,ok
ds2_test_P1021.jpg,P1021.jpg,Emlidus,,unknown,ds2,test,False,ok
ds2_train_P3300.jpg,P3300.jpg,Monas,Montelukast Sodium,auto,ds2,train,False,ok
ds2_train_P4425.jpg,P4425.jpg,Traxyl,,unknown,ds2,train,False,ok
ds1_train_2468.png,2468.png,Omastin,Fluconazole,source,ds1,train,False,ok
ds1_test_294.png,294.png,Fenadin,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds2_train_P3227.jpg,P3227.jpg,Fixcef,,unknown,ds2,train,False,ok
ds1_val_520.png,520.png,Montene,Montelukast Sodium,source,ds1,val,False,ok
ds2_test_P0883.jpg,P0883.jpg,Montene,Montelukast Sodium,auto,ds2,test,False,ok
ds1_test_51.png,51.png,Axodin,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds1_train_145.png,145.png,Amodis,Metronidazole,source,ds1,train,False,ok
ds2_train_P1130.jpg,P1130.jpg,Dexter,,unknown,ds2,train,False,ok
ds1_val_128.png,128.png,Baclon,Baclofen,source,ds1,val,False,ok
ds2_train_P2138.jpg,P2138.jpg,Merdir,,unknown,ds2,train,False,ok
ds1_test_662.png,662.png,Rhinil,Cetirizine Hydrochloride,source,ds1,test,False,ok
ds1_train_3000.png,3000.png,Trilock,Montelukast Sodium,source,ds1,train,False,ok
ds1_train_785.png,785.png,Conaz,Fluconazole,source,ds1,train,False,ok
ds1_train_2450.png,2450.png,Omastin,Fluconazole,source,ds1,train,False,ok
ds1_train_3098.png,3098.png,Zithrin,Azithromycin Dihydrate,source,ds1,train,False,ok
ds2_train_P4177.jpg,P4177.jpg,Emep,,unknown,ds2,train,False,ok
ds2_test_P0220.jpg,P0220.jpg,DDR 30,,unknown,ds2,test,True,ok
ds1_train_2029.png,2029.png,Monas,Montelukast Sodium,source,ds1,train,False,ok
ds1_train_3109.png,3109.png,Zithrin,Azithromycin Dihydrate,source,ds1,train,False,ok
ds2_train_P3955.jpg,P3955.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_val_19.png,19.png,Ace,Paracetamol,source,ds1,val,False,ok
ds2_train_P2825.jpg,P2825.jpg,Angilock,,unknown,ds2,train,False,ok
ds2_train_P3463.jpg,P3463.jpg,Nacl,,unknown,ds2,train,False,ok
ds2_test_P0316.jpg,P0316.jpg,Ossica,,unknown,ds2,test,False,ok
ds2_train_P5308.jpg,P5308.jpg,napa,Paracetamol,auto,ds2,train,False,ok
ds1_train_568.png,568.png,Beklo,Baclofen,source,ds1,train,False,ok
ds2_train_P1329.jpg,P1329.jpg,Actrafid,,unknown,ds2,train,False,ok
ds2_test_P0324.jpg,P0324.jpg,Ezytake,,unknown,ds2,test,False,ok
ds1_train_2726.png,2726.png,Rivotril,Clonazepam,source,ds1,train,False,ok
ds1_train_309.png,309.png,Azyth,Azithromycin Dihydrate,source,ds1,train,False,ok
ds1_train_2619.png,2619.png,Renova,Paracetamol,source,ds1,train,False,ok
ds2_train_P3441.jpg,P3441.jpg,Diet,,unknown,ds2,train,False,ok
ds2_test_P0107.jpg,P0107.jpg,Duloxen,,unknown,ds2,test,False,ok
ds1_train_191.png,191.png,Atrizin,Cetirizine Hydrochloride,source,ds1,train,False,ok
ds1_test_95.png,95.png,Bacaid,Baclofen,source,ds1,test,False,ok
ds2_test_P0902.jpg,P0902.jpg,Normen,,unknown,ds2,test,False,ok
ds1_test_595.png,595.png,Nizoder,Ketoconazole (Cream),source,ds1,test,False,ok
ds1_test_296.png,296.png,Fenadin,Fexofenadine Hydrochloride,source,ds1,test,False,ok
ds1_train_2434.png,2434.png,Odmon,Montelukast Sodium,source,ds1,train,False,ok
ds2_train_P3077.jpg,P3077.jpg,Arlin,,unknown,ds2,train,False,ok
ds2_train_P2463.jpg,P2463.jpg,Febusful,,unknown,ds2,train,False,ok
ds1_train_371.png,371.png,Bacaid,Baclofen,source,ds1,train,False,ok
ds2_train_P3406.jpg,P3406.jpg,Napa,Paracetamol,auto,ds2,train,False,ok
ds1_train_1009.png,1009.png,Esonix,Esomeprazole,source,ds1,train,False,ok
ds1_train_626.png,626.png,Bicozin,Vitamin B Complex + Zinc,source,ds1,train,False,ok
ds1_train_2582.png,2582.png,Provair,Montelukast Sodium,source,ds1,train,False,ok
ds2_test_P0091.jpg,P0091.jpg,Esahil,,unknown,ds2,test,False,ok
ds2_train_P1169.jpg,P1169.jpg,Dexter,,unknown,ds2,train,False,ok
ds1_train_2887.png,2887.png,Tamen,Paracetamol,source,ds1,train,False,ok
ds2_train_P1891.jpg,P1891.jpg,Fenafir,,unknown,ds2,train,False,ok
ds1_train_2234.png,2234.png,Napa,Paracetamol,source,ds1,train,False,ok
ds1_test_630.png,630.png,Progut,Esomeprazole,source,ds1,test,False,ok
ds1_train_1010.png,1010.png,Esonix,Esomeprazole,source,ds1,train,False,ok
ds1_train_601.png,601.png,Bicozin,Vitamin B Complex + Zinc,source,ds1,train,False,ok
ds1_train_1327.png,1327.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P4062.jpg,P4062.jpg,Tablet,,unknown,ds2,train,False,ok
ds2_test_P0532.jpg,P0532.jpg,Adovas,,unknown,ds2,test,False,ok
ds1_train_649.png,649.png,Canazole,Fluconazole,source,ds1,train,False,ok
ds2_train_P4161.jpg,P4161.jpg,Capsule,,unknown,ds2,train,False,ok
ds1_train_1207.png,1207.png,Fexofast,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P4213.jpg,P4213.jpg,Omeprazole,,unknown,ds2,train,False,ok
ds2_train_P4064.jpg,P4064.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_train_941.png,941.png,Dinafex,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P2067.jpg,P2067.jpg,Arth A max,,unknown,ds2,train,False,ok
ds1_val_309.png,309.png,Fexofast,Fexofenadine Hydrochloride,source,ds1,val,False,ok
ds2_train_P4321.jpg,P4321.jpg,Tablet,,unknown,ds2,train,False,ok
ds1_val_454.png,454.png,M-Kast,Montelukast Sodium,source,ds1,val,False,ok
ds1_train_1803.png,1803.png,M-Kast,Montelukast Sodium,source,ds1,train,False,ok
ds2_train_P4348.jpg,P4348.jpg,Injection,,unknown,ds2,train,False,ok
ds1_test_176.png,176.png,Candinil,Fluconazole,source,ds1,test,False,ok
ds2_test_P0849.jpg,P0849.jpg,Dekalin,,unknown,ds2,test,False,ok
ds1_train_271.png,271.png,Azithrocin,Azithromycin Dihydrate,source,ds1,train,False,ok
ds1_train_1359.png,1359.png,Fixal,Fexofenadine Hydrochloride,source,ds1,train,False,ok
ds2_train_P4310.jpg,P4310.jpg,Cotson,,unknown,ds2,train,False,ok
ds2_train_P1193.jpg,P1193.jpg,Monas,Montelukast Sodium,auto,ds2,train,False,ok
ds2_train_P3469.jpg,P3469.jpg,Algin,,unknown,ds2,train,False,ok
ds2_train_P4428.jpg,P4428.jpg,Omeprazole,,unknown,ds2,train,False,ok
ds1_train_771.png,771.png,Conaz,Fluconazole,source,ds1,train,False,ok
